CHH10001   MECA07122707
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8501   ME-Q3DTNJC
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8502   ME-1DW9KLY
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8503   ME-Q5S546E
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8504   ME-AJ1ZC5P
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8505   ME-3EG7IZK
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8506   ME-Q71FHUN
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8507   ME-VDCY779
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8508   ME-WIHCXRH
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8510   ME-9L4JEX3
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8511   ME-IP818NF
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8512   ME-UL1SY4F
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8513   ME-YE59MJ2
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8514   ME-E9CPEWN
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8515   ME-Z3RWM4M
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8516   ME-IH8BAWC
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8517   ME-NINAX2T
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8518   ME-YM3V9I7
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8519   ME-UJECS4F
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8520   ME-7TJVLLT
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8521   ME-8PFT811
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8522   ME-FL32ZBI
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8523   ME-W1QKXTR
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8524   ME-5TCULIQ
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8525   ME-AW2XNAF
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8526   ME-12KJWL9
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8527   ME-WPFFL6Z
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8528   ME-VQVSG8C
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8529   ME-SU3LWU1
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8530   ME-YLMBX3I
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8531   ME-WE4637K
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8532   ME-RR97S1A
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8533   ME-FU1CQYW
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8535   ME-1B5UF1N
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8536   ME-A6V65U8
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8537   ME-6CPF23J
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8538   ME-B33E38B
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8539   ME-D43K2RU
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8540   ME-B65PTCT
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8542   ME-F8KEWD1
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8543   ME-I4J3WZC
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8544   ME-NMHC68Y
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8545   ME-CZ9GEVB
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8546   ME-E9AHN9D
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8547   ME-DL1GBHK
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8548   ME-E3A2BIU
SM_HS004-PE-R00080_AC5L75ANXX.hg19.CHH8549   ME-PMH8UBL
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8646   ME-1KHP2UY
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8647   ME-4UQ3IXL
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8648   ME-VTEGUMD
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8649   ME-NI7V8Y2
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8650   ME-ZGG27B7
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8651   ME-3H76AKS
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8652   ME-UVKP89R
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8653   ME-8IBRDR6
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8654   ME-7T9PDAT
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8655   ME-A4A6ADL
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8656   ME-APBSA9C
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8657   ME-9TQXVTI
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8658   ME-3BVE55X
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8659   ME-XXX3JIU
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8660   ME-9KZSPCN
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8661   ME-ZZVG7NT
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8662   ME-HM746VQ
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8663   ME-CI621EL
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8664   ME-ESSI1IR
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8665   ME-ES72NY9
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8666   ME-BN6M77P
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8667   ME-IAU5ZTE
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8668   ME-IISAZYN
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8669   ME-PLZY836
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8670   ME-GDA8KJW
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8671   ME-Q15B54M
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8672   ME-C55KIN3
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8673   ME-LSSUUK8
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8674   ME-TT6ZCC6
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8675   ME-G42IWG3
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8676   ME-M7WZ9VE
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8677   ME-IB6CKMY
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8678   ME-HNMLL2V
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8679   ME-QNZK8D7
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8680   ME-KNYFZ8X
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8681   ME-L3T465J
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8682   ME-4PKT3I8
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8683   ME-AHDLJAQ
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8684   ME-KB9FQXF
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8685   ME-RNMQLM2
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8686   ME-LWC5FH5
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8687   ME-NLGHNCC
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8688   ME-FGU4F8S
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8689   ME-HG27NGR
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8690   ME-VU76KGQ
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8691   ME-2VTKIDN
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8692   ME-HFGLHT4
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8693   ME-T9USWXA
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8694   ME-KLD5W7Q
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8695   ME-L33982G
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8696   ME-EH5EN2Q
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8697   ME-X453R4L
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8698   ME-DU4ZLWM
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8699   ME-WAG6YYB
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8700   ME-TU66S5N
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8701   ME-NVLXUE2
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8702   ME-ZZ94KVM
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8703   ME-8J9FIMD
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8704   ME-BL1LWPI
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8705   ME-MY3W79E
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8706   ME-SPREVCS
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8707   ME-ILETR77
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8708   ME-BRV8E4I
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8709   ME-G6HU4DI
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8710   ME-LZBL6H4
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8711   ME-ZXBXCWW
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8712   ME-1V1DVQB
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8713   ME-DKEK83G
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8714   ME-W47EV5I
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8715   ME-1ZKR964
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8716   ME-1FRB2C8
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8717   ME-1EDBWBT
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8718   ME-QFMTNCR
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8719   ME-RDPQZG7
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8720   ME-R7S7I1T
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8721   ME-VPEPCSV
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8722   ME-VD8Q7HN
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8723   ME-Q1DKBYU
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8724   ME-4SPHP4S
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8725   ME-W46RDF5
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8726   ME-B4WGZDS
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8727   ME-SPVFF73
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8728   ME-VC4RQEI
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8729   ME-BWJGZK9
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8730   ME-9NLJT6Y
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8731   ME-MY8N36I
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8732   ME-FDG1YKF
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8733   ME-667WJSP
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8734   ME-6MGFLKS
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8735   ME-XEPIVTX
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8736   ME-NN6IEUP
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8737   ME-HRZEJCE
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8738   ME-SAPTKDJ
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8740   ME-V31E9MW
SM_HS004-PE-R00081_BC5L1CANXX.hg19.CHH8741   ME-4ATR6QY
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8742   ME-XMZ28GE
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8743   ME-KVYWYPS
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8744   ME-T9RQ4HC
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8745   ME-NHXZ81I
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8746   ME-GJW3AAE
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8747   ME-8L5GRU6
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8748   ME-WDSJ625
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8749   ME-4RLKT1V
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8750   ME-MSBETJL
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8751   ME-XJL4SRR
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8752   ME-IF1A6IV
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8753   ME-MRM3EML
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8754   ME-IYYM7D3
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8755   ME-8Y1HSJ4
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8756   ME-QA3DT5U
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8757   ME-LMA21LI
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8758   ME-VDPNK8T
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8759   ME-IALFLF6
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8760   ME-5UF3NKC
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8761   ME-GW5XA6X
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8762   ME-IYG8WEJ
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8763   ME-RXTLZ5F
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8764   ME-ZD7PGKJ
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8765   ME-6JD8J6B
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8766   ME-NYG3AFH
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8767   ME-ZT9ZT3V
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8768   ME-RTFASWL
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8769   ME-32F9BK5
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8770   ME-YLCN1QX
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8771   ME-PL2ARPA
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8772   ME-ETYXX54
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8773   ME-QSI6L49
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8774   ME-8YJBART
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8775   ME-2DIXLF4
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8776   ME-Y1XVNK5
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8777   ME-QB55VMT
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8778   ME-W2SDGXC
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8779   ME-P7CS28T
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8780   ME-UTQCP8D
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8781   ME-GWMTJK7
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8782   ME-YHM5FZ3
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8783   ME-937Q885
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8784   ME-UGR9DZ9
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8785   ME-3A6DP1X
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8786   ME-2C93CKU
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8787   ME-645PRFF
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8788   ME-R6PW95W
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8789   ME-LMVD2HH
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8790   ME-JR69BAQ
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8791   ME-HUD6BDL
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8792   ME-R7EN7E6
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8793   ME-G1W2SEU
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8794   ME-IHG253J
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8795   ME-SEZI8DS
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8796   ME-I38GTNT
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8797   ME-P1AVG2P
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8798   ME-14ALE4A
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8799   ME-NH3AN4R
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8800   ME-AJ8JS89
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8801   ME-GZTZL14
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8802   ME-Z9EFYER
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8803   ME-9U762B2
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8804   ME-TDYB3UK
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8805   ME-U1IXYX2
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8806   ME-DCVR9ZT
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8807   ME-RTIWLB5
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8808   ME-21UCULW
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8809   ME-EYY3DDZ
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8810   ME-KCX6W7G
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8811   ME-2ZIHN6K
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8812   ME-TMA1DIA
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8813   ME-LNJFKWV
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8814   ME-DPP9E97
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8815   ME-9RNJ1YS
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8816   ME-QHFIBU6
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8817   ME-2MZQ96C
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8818   ME-8Z1CB1U
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8819   ME-7V29ZTE
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8820   ME-53VKXBA
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8821   ME-D9DP82V
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8822   ME-KVGDKYT
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8823   ME-SDEL5U7
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8824   ME-WIBBFAJ
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8825   ME-VRUIXMD
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8826   ME-1LH8UP9
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8827   ME-VHPFEJY
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8828   ME-BGT77PC
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8829   ME-Y9HKNRZ
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8830   ME-QUW1RIR
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8831   ME-MTI5JLQ
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8832   ME-ZJ99BTA
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8833   ME-RX1RBRE
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8834   ME-HLCNLGZ
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8835   ME-HIUWPTI
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8836   ME-QCCRHZX
SM_HS004-PE-R00082_AC5L65ANXX.hg19.CHH8837   ME-XMLUT1V
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8550   ME-1DQ2ZE6
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8551   ME-KW5AGF6
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8552   ME-29GM8D8
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8553   ME-2HZ1Y78
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8554   ME-Y71H5GM
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8555   ME-TJ2PAXN
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8556   ME-4PRXK99
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8557   ME-Y5ZF12Q
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8559   ME-6FEX7B9
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8560   ME-MG2S8MB
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8561   MECA07050904
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8562   MECA07081102
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8563   MECA07052603
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8564   MECA07082001
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8565   MECA07092502
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8566   MECA07100305
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8567   MECA07101909
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8568   MECA07112106
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8569   MECA07112402
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8570   MECA07112601
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8572   ME-RF1C44M
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8573   MECA07112915
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8574   MECA07120101
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8575   MECA07120802
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8576   MECA07122204
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8577   MECA07120803
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8578   MECA07122207
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8579   MECA08032807
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8580   MECA08041204
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8581   MECA08041807
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8584   ME-2PB6PIS
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8585   ME-UEAC13C
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8586   ME-BB7U47S
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8587   ME-UCDF76S
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8588   ME-D93YNM5
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8589   ME-CEF8ZMQ
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8590   ME-OI4FP3W
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8591   ME-0HTMIKI
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8592   ME-N2CONVG
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8593   ME-Q5843G9
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8594   ME-FUN06AX
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8595   ME-ARJYN87
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8596   ME-T6K1S3H
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8597   ME-NWB9N98
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8598   ME-LXYU6XQ
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8599   ME-PIZM6K5
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8600   ME-AQ4RBZ7
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8601   ME-GUE4DG8
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8602   ME-O3VE929
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8603   ME-Q1YVX9J
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8604   ME-H08FR4A
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8605   ME-Q8JR966
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8606   ME-OTCDJX3
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8607   ME-PRMFXTG
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8608   ME-IYYAT7B
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8609   ME-H91MMN8
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8610   ME-VTH2IPY
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8611   ME-Q67OGOK
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8612   ME-AEL78HN
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8613   ME-P087BZ7
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8614   ME-OJAAVZ1
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8615   ME-87R5BZN
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8616   ME-N2W4WAX
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8617   ME-QULPVV2
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8618   ME-8XS8V6H
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8619   ME-BRZ1ZWA
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8620   ME-85ULN9U
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8621   ME-5FPCR9E
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8622   ME-STFRFYM
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8623   ME-7N43FNH
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8624   ME-IN58I2X
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8625   ME-U36XN8X
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8626   ME-23BRKIX
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8627   ME-CA3YZXZ
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8628   ME-BAS6AST
SM_HS004-PE-R00083_BC5L68ANXX.hg19.CHH8629   ME-LGRLZPU
